x	y	custom_beta
-0.8277551020408164	0.0424489795918368	-95.51391023421047
-0.8277551020408164	0.1273469387755104	-95.51370336392398
-0.8277551020408164	0.21224489795918355	-95.51349363220845
-0.8277551020408164	0.29714285714285715	-95.51328103906384
-0.8277551020408164	0.38204081632653075	-95.51306558449019
-0.8277551020408164	0.46693877551020435	-95.51284726848748
-0.8277551020408164	0.5518367346938775	-95.5126260910557
-0.8277551020408164	0.6367346938775511	-95.51240205219486
-0.8277551020408164	0.7216326530612247	-95.51217515190497
-0.8277551020408164	0.8065306122448979	-95.51194539018601
-0.8277551020408164	0.8914285714285715	-95.511712767038
-0.8277551020408164	0.9763265306122451	-95.51147728246094
-0.8277551020408164	1.0612244897959187	-95.51123893645483
-0.8277551020408164	1.1461224489795918	-95.51099772901964
-0.8277551020408164	1.2310204081632654	-95.51075366015539
-0.8277551020408164	1.315918367346939	-95.51050672986209
-0.8277551020408164	1.4008163265306122	-95.51025693813973
-0.8277551020408164	1.4857142857142858	-95.51000428498831
-0.8277551020408164	1.5706122448979594	-95.50974877040782
-0.8277551020408164	1.655510204081633	-95.50949039439828
-0.8277551020408164	1.7404081632653061	-95.50922915695969
-0.8277551020408164	1.8253061224489797	-95.50896505809203
-0.8277551020408164	1.9102040816326533	-95.50869809779532
-0.8277551020408164	1.9951020408163265	-95.50842827606955
-0.8277551020408164	2.08	-95.50815559291472
-0.7853061224489797	-2.08	-85.97303045254297
-0.7853061224489797	-1.9951020408163267	-85.97289511798296
-0.7853061224489797	-1.910204081632653	-85.97275692199388
-0.7853061224489797	-1.8253061224489797	-85.97261586457574
-0.7853061224489797	-1.7404081632653061	-85.97247194572856
-0.7853061224489797	-1.6555102040816327	-85.9723251654523
-0.7853061224489797	-1.5706122448979594	-85.972175523747
-0.7853061224489797	-1.4857142857142858	-85.97202302061264
-0.7853061224489797	-1.4008163265306122	-85.97186765604921
-0.7853061224489797	-1.3159183673469388	-85.97170943005672
-0.7853061224489797	-1.2310204081632654	-85.97154834263517
-0.7853061224489797	-1.1461224489795918	-85.97138439378458
-0.7853061224489797	-1.0612244897959184	-85.97121758350492
-0.7853061224489797	-0.9763265306122448	-85.97104791179622
-0.7853061224489797	-0.8914285714285715	-85.97087537865843
-0.7853061224489797	-0.8065306122448979	-85.9706999840916
-0.7853061224489797	-0.7216326530612245	-85.9705217280957
-0.7853061224489797	-0.6367346938775511	-85.97034061067075
-0.7853061224489797	-0.5518367346938775	-85.97015663181674
-0.7853061224489797	-0.46693877551020413	-85.96996979153367
-0.7853061224489797	-0.38204081632653053	-85.96978008982154
-0.7853061224489797	-0.29714285714285715	-85.96958752668034
-0.7853061224489797	-0.21224489795918355	-85.9693921021101
-0.7853061224489797	-0.12734693877551018	-85.96919381611079
-0.7853061224489797	-0.0424489795918368	-85.96899266868243
