-1.446796285681085	-1.1016972811439185	-0.8227395620097848	-0.5814957446184863	-0.42795441335526796	-0.2960651610870997	-0.19821000444264136	-0.12797715736541448	-0.07961411121838502	-0.04681292888205668	-0.028812568658613813	-0.018208273858261848	-0.013149506110480047	-0.0112456839952646	-0.010787515080062704	-0.010748844376733402	-0.010787515080062704	-0.011230614227363489	-0.01314950611047827	-0.017967246476578325	-0.028812568656379156	-0.048032380340368164	-0.07961411121580575	-0.12797715735869986	-0.19821000447744375	-0.2960651610696914	-0.4279544133198403	-0.600942355684353	-0.7959750691550251	-1.101697272565282
-1.1192238772598273	-0.8529024305198636	-0.6376172176543342	-0.46643737713435307	-0.3329195928254549	-0.23111510895229515	-0.15557342602599533	-0.10134764359617776	-0.06399958701119601	-0.03960333865517818	-0.024302049549927318	-0.016363631116050215	-0.01262760480578784	-0.011147139366494585	-0.010786677118952426	-0.010754516874788678	-0.010786677118952426	-0.01113568397929221	-0.01256962081866142	-0.01654684973071241	-0.02430204954914217	-0.038676364301428734	-0.06399958700885655	-0.1013476435995706	-0.15088710125929694	-0.23111510892676357	-0.3329195928686115	-0.45165490255397067	-0.6376172176043831	-0.8529024305018336
-0.8542220539669234	-0.6312656109600443	-0.48785704055087287	-0.34661484787718955	-0.25603873462647186	-0.1785723273564308	-0.12108187108285584	-0.07980553390323131	-0.050089742243404345	-0.032094626560832396	-0.021462778617619804	-0.015203490224532601	-0.012206096514816522	-0.011068116719222587	-0.010786695758532971	-0.010759801763036592	-0.010786162413605638	-0.011068116719172849	-0.0122060965147881	-0.01506701684912315	-0.021462778616969658	-0.03209462655941131	-0.0500897422406581	-0.0798055339085284	-0.12108187107381418	-0.17857232734051465	-0.2560387346058395	-0.3576258152024021	-0.48785704055076984	-0.6312656109405985
-0.6429303102035071	-0.491155324369144	-0.36845030179330074	-0.2708684135097048	-0.19474046509400722	-0.13667940045010774	-0.09358162583385266	-0.0626301939403433	-0.04129798062425216	-0.027349450059501734	-0.01884310122663102	-0.014033800512466499	-0.011870705626492395	-0.011005795189779732	-0.010787394029250663	-0.010764698349222002	-0.010787394029243558	-0.01100579518977618	-0.011870705626492395	-0.014133088565174035	-0.01884310122617272	-0.02734945005994227	-0.04129798062086287	-0.06263019393624703	-0.09358162583086127	-0.13667940043556115	-0.18908032755241067	-0.27086841347344937	-0.3684503017972869	-0.4763380435542981
-0.4772615569993306	-0.36532941563478083	-0.2748266773852155	-0.20284445490983494	-0.14667847997846195	-0.10383273680954552	-0.07201995959354335	-0.049164065563529036	-0.03340265439499923	-0.023088158205753828	-0.01661824732567041	-0.01329448610863615	-0.011608406046184072	-0.01095760081113717	-0.010788610441315072	-0.010769205991547182	-0.010788335836975804	-0.010957600811126511	-0.011608406046173414	-0.013294486108497594	-0.016789748496531587	-0.023088158205700537	-0.033402654392798325	-0.04916406555540398	-0.07201995958446616	-0.1038327367984575	-0.14667847995833938	-0.2028444548853532	-0.2748266773482033	-0.3653294156242115
-0.34041558011145057	-0.26857578337336285	-0.20283512058881037	-0.1505378618649349	-0.1097217215866948	-0.07857585695185954	-0.05544071812623841	-0.03880991439050341	-0.027332187881532022	-0.01981209125240646	-0.01521147992636429	-0.012650300055163655	-0.01140736667255382	-0.010921195741131484	-0.010790198311649846	-0.01077332409888676	-0.010790010256574334	-0.010921195741135037	-0.011407366672525399	-0.012650300055032204	-0.015211479925991256	-0.019812091251447228	-0.027332187879546055	-0.03880991438664161	-0.055440718095624675	-0.07857585693992775	-0.10697854014073727	-0.1505378618347013	-0.20283512055187458	-0.26857578336278287
-0.24790240788660434	-0.19585708693042747	-0.14872743367512165	-0.1112252596820138	-0.08194595018268913	-0.059593629106487356	-0.04298053964745563	-0.030522501429015136	-0.022770322484946703	-0.017350472233719216	-0.014025909670673187	-0.012135106041320398	-0.011256904576663729	-0.010894469013059904	-0.010792025185850207	-0.010777052130897857	-0.010791901419949568	-0.010894469013056352	-0.011256904576642413	-0.01216677550893408	-0.014025909670360548	-0.0173504722327813	-0.022770322483166794	-0.03052250142573243	-0.04298053964123838	-0.05959362909579369	-0.08014056132013891	-0.11122525965732954	-0.14872743363456387	-0.19585708691565173
-0.18408072022703514	-0.14265854532238365	-0.10914424651798704	-0.0824657890591105	-0.06162653548604169	-0.045707349669253716	-0.033865625123263854	-0.025336389445412166	-0.019433607393214203	-0.015550240110655977	-0.013159198362590274	-0.011813659208408822	-0.011147445042329451	-0.010875528640829302	-0.010793972344879776	-0.010780389598256335	-0.010793972344879776	-0.010875528640822196	-0.011141164564040906	-0.011813659208305793	-0.01315919836221724	-0.01555024010995254	-0.01943360739163147	-0.025019335088506622	-0.03335803048277519	-0.04570734965931322	-0.061626535473230604	-0.08086463991277526	-0.10694057469523521	-0.14265854531773847
-0.13446009886513366	-0.10497195646607516	-0.08110312551867338	-0.06209246612399966	-0.04723236230913663	-0.03587057090381407	-0.027408999273221824	-0.021304584762090073	-0.017070396254652564	-0.01427550798130639	-0.012545791741549905	-0.011564092440721652	-0.011070487676015262	-0.010862694924069771	-0.010795934386713668	-0.010783336062704763	-0.010795888712227253	-0.010862694924066219	-0.011070487675990393	-0.011564092440643492	-0.012545791741219503	-0.014275507980812563	-0.01707039625317819	-0.021304584759006318	-0.027408999268041967	-0.035870570889617426	-0.047232362293611274	-0.0620924661016673	-0.08110312549436216	-0.10497195645364776
-0.10063514506008175	-0.07928223401766843	-0.06128376798046986	-0.04820490385082543	-0.03742068256418385	-0.029165586062863014	-0.02300820310160212	-0.018556743327211578	-0.015460001930703626	-0.013374994905927196	-0.012128200467643069	-0.011388173867846518	-0.011018577856722445	-0.010854494807645665	-0.01079781887394482	-0.010785891137267356	-0.01079781887394482	-0.010854494807645665	-0.011018577856701128	-0.011388173867775464	-0.012128200467312666	-0.013407106655456857	-0.015460001929310963	-0.018556743324497305	-0.023008203096670954	-0.029165586054620718	-0.03742068255079367	-0.04820490382959974	-0.061283767948911105	-0.07928223400579881
