x	y	likelihood_ewpt.yaml	global
-1.04	-2.08	-4764.739092865565	-4764.739092865565
-1.04	-1.9951020408163267	-4759.651852900936	-4759.651852900936
-1.04	-1.910204081632653	-4754.653911061682	-4754.653911061682
-1.04	-1.8253061224489797	-4749.745354612835	-4749.745354612835
-1.04	-1.7404081632653061	-4744.926270789712	-4744.926270789712
-1.04	-1.6555102040816327	-4740.196746797098	-4740.196746797098
-1.04	-1.5706122448979594	-4735.556869810273	-4735.556869810273
-1.04	-1.4857142857142858	-4731.006726973254	-4731.006726973254
-1.04	-1.4008163265306122	-4726.546405400422	-4726.546405400422
-1.04	-1.3159183673469388	-4722.175992175887	-4722.175992175887
-1.04	-1.2310204081632654	-4717.895574352929	-4717.895574352929
-1.04	-1.1461224489795918	-4713.705238954045	-4713.705238954045
-1.04	-1.0612244897959184	-4709.605072971362	-4709.605072971362
-1.04	-0.9763265306122448	-4705.595163365603	-4705.595163365603
-1.04	-0.8914285714285715	-4701.675597067533	-4701.675597067533
-1.04	-0.8065306122448979	-4697.846460976384	-4697.846460976384
-1.04	-0.7216326530612245	-4694.107841960319	-4694.107841960319
-1.04	-0.6367346938775511	-4690.459826855972	-4690.459826855972
-1.04	-0.5518367346938775	-4686.902502469526	-4686.902502469526
-1.04	-0.46693877551020413	-4683.435955575194	-4683.435955575194
-1.04	-0.38204081632653053	-4680.06027291588	-4680.06027291588
-1.04	-0.29714285714285715	-4676.775541203223	-4676.775541203223
-1.04	-0.21224489795918355	-4673.58184711709	-4673.58184711709
-1.04	-0.12734693877551018	-4670.479277305464	-4670.479277305464
-1.04	-0.0424489795918368	-4667.467918384235	-4667.467918384235
-1.04	0.0424489795918368	-4664.547856938005	-4664.547856938005
-1.04	0.1273469387755104	-4661.719179519522	-4661.719179519522
-1.04	0.21224489795918355	-4658.981972648764	-4658.981972648764
-1.04	0.29714285714285715	-4656.336322813715	-4656.336322813715
-1.04	0.38204081632653075	-4653.782316470343	-4653.782316470343
-1.04	0.46693877551020435	-4651.320040042602	-4651.320040042602
-1.04	0.5518367346938775	-4648.949579920861	-4648.949579920861
-1.04	0.6367346938775511	-4646.671022463956	-4646.671022463956
-1.04	0.7216326530612247	-4644.484453998209	-4644.484453998209
-1.04	0.8065306122448979	-4642.389960816468	-4642.389960816468
-1.04	0.8914285714285715	-4640.387629178939	-4640.387629178939
