x	y	fast_likelihood_quarks.yaml	fast_likelihood_leptons.yaml	likelihood_ewpt.yaml	likelihood_eeww.yaml	likelihood_lept.yaml	likelihood_rd_rds.yaml	likelihood_lfu_fccc.yaml	likelihood_lfu_fcnc.yaml	likelihood_bcpv.yaml	likelihood_bqnunu.yaml	likelihood_lfv.yaml	likelihood_zlfv.yaml	likelihood_higgs.yaml	global
-2.08	-2.08	-1079.918016685436	-16.422684666712016	-1402.5842051350478	-6.780355810654559	0.004464160875441103	-40.71864348931885	0.039027895451603456	-0.27043860003644227	0.01153471297688391	-0.4740868755576795	0.0	0.0	0.6586415439008562	-2546.4547629495582
-2.08	-1.9951020408163267	-996.091579392282	-15.298122823329273	-1348.1011770525245	-6.307115796883789	0.004157549566050189	-39.52385101839509	-0.1272333511417969	2.133076384893034	0.010955310940056862	-0.4734185068974579	0.0	0.0	0.6538458701640941	-2403.1204628258906
-2.08	-1.910204081632653	-916.0633515940256	-14.244976741621635	-1294.7290125072404	-5.853665493486094	0.003838707660018259	-38.43716398016718	-0.45742280784441647	4.145320373568991	0.010363242553745877	-0.47274936970768167	0.0	0.0	0.6486890174472784	-2265.4501311528625
-2.08	-1.8253061224489797	-839.8395992632207	-13.263172381455064	-1242.4668036745938	-5.4200048021743505	0.00350760638451475	-37.45760392667471	-0.9513691904947912	5.757952111982485	0.009758260330615443	-0.4720795504531239	0.0	0.0	0.6431710446367589	-2133.4562437657323
-2.08	-1.7404081632653061	-767.3687736911971	-12.352635721948026	-1191.3136426023975	-5.006133624661661	0.0031642169031917966	-36.58420178694173	-1.6089012756986847	6.940106594827961	0.00914012872620873	-0.4714090361339167	0.0	0.0	0.6372920106572799	-2007.115994787864
-2.08	-1.6555102040816327	-698.5983719695246	-11.51329277938563	-1141.2686212396118	-4.612051862661556	0.002808510316025803	-35.81599443052907	-2.4298479008287046	7.631596570138726	0.008508627640732236	-0.47073781224715816	0.0	0.0	0.6310519744718874	-1886.434952312221
-2.08	-1.5706122448979594	-633.479570378124	-10.745069585326604	-1092.330831465139	-4.237759417887776	0.0024404576591497973	-35.15202880510958	-3.4140379640211904	7.824999038302266	0.007863556531135352	-0.47006588067982946	0.0	0.0	0.6244509950819506	-1771.3696094487134
-2.08	-1.4857142857142858	-571.9577900877758	-10.047892203521243	-1044.49936511685	-3.883256192054521	0.002060029904693339	-34.59136025754941	-4.561300424176856	7.471879328971287	0.007204739217844036	-0.4693932861485397	0.0	0.0	0.6174891315270408	-1661.9117243384555
-2.08	-1.4008163265306122	-513.9863925830208	-9.421686726920868	-997.7733140204865	-3.548542086876143	0.0016671979606144305	-34.13305144679909	-5.871464300959772	6.537525650539443	0.0065320295140027795	-0.46871990085980286	0.0	0.0	0.610166442884907	-1558.0472797450238
-2.08	-1.3159183673469388	-459.5170688283929	-8.866379265745273	-952.1517700189617	-3.2336170040673657	0.001261932670539312	-33.77617635880087	-7.344358674794066	4.96849881512459	0.005845317800604377	-0.468045202276425	0.0	0.0	0.6024829882714364	-1459.7793262991713
-2.08	-1.2310204081632654	-408.5039317939095	-8.38189596438653	-907.6338250013855	-2.938480845343303	0.0008442048135943736	-33.51981775394081	-8.979812686864946	2.7845001093727824	0.005144538707246404	-0.4673698030012474	0.0	0.0	0.5944388268405589	-1367.0402061690975
-2.08	-1.1461224489795918	-360.8997169248431	-7.968162988486441	-864.2185709326683	-2.663133512419261	0.0004139851042403997	-33.36306813534574	-10.777655539124972	-0.17418955274940373	0.004429680087388199	-0.46669375871271157	0.0	0.0	0.5860340177842431	-1279.940313661374
-2.08	-1.0612244897959184	-316.6678041278491	-7.625106532882484	-821.905099882821	-2.4075749070110426	-2.8755807893299234e-05	-33.30503031657986	-12.737716494276953	-3.6528826033502	0.003700793484862963	-0.4660170004608659	0.0	0.0	0.5772686203324042	-1198.1862912072222
-2.08	-0.9763265306122448	-276.3078031942496	-7.352652818633672	-780.6925040564986	-2.1718049308346004	-0.0004840473381735322	-33.344817780913225	-14.859824875785264	-7.974474464663949	0.0029580063548246827	-0.46533952844394477	0.0	0.0	0.5681426937528755	-1122.5986049972535
-2.08	-0.8914285714285715	-238.6734944452594	-7.150728090029716	-740.5798758228206	-1.9558234856062136	-0.000951918967133647	-33.4815550577157	-17.14381006787041	-12.479412709954868	0.0022015363218637063	-0.4646614165338878	0.0	0.0	0.5586562973513161	-1051.369455181085
-2.08	-0.8065306122448979	-204.27550015567743	-7.0192586205591425	-701.5663077449235	-1.7596304730425523	-0.0014324002406396197	-33.714378116923704	-19.589501515507997	-17.795623267328693	0.00143170781437707	-0.4639827719309739	0.0	0.0	0.5488094904711964	-985.6353738678491
-2.08	-0.7216326530612245	-173.07549737129023	-6.95817070992841	-663.65089261	-1.5832257948606419	-0.001925520770057365	-34.0424347825859	-22.196728724435594	-23.834080628842365	0.0006489714737076824	-0.46330349243517155	0.0	0.0	0.5386023324937028	-925.267008331181
-2.08	-0.6367346938775511	-145.02922937285666	-6.967390681075841	-626.8327234591424	-1.4266093527776569	-0.002431310232422712	-34.46488513514696	-24.965321261133177	-29.843818716963547	-0.000146073203589836	-0.4626233485888953	0.0	0.0	0.5280348828377299	-869.4671438282834
-2.08	-0.5518367346938775	-120.1017545436921	-7.04684488712941	-591.1108936174704	-1.2897810485112338	-0.002949798370609158	-34.98090125540181	-27.895108752846433	-68.0	-0.0009026343766196376	-0.4619423297246126	0.0	0.0	0.5171072009597566	-850.3739716665635
-2.08	-0.46693877551020413	-98.24308284750913	-7.196459703457201	-556.4844967243353	-1.1727407837792434	-0.0034810149935002865	-35.58966997939833	-30.98592088755992	-68.0	-0.0017168864931047523	-0.4612604004528684	0.0	0.0	0.5058193463538494	-797.6330098816246
-2.08	-0.38204081632653053	-79.44304211171016	-7.416161534624308	-522.9526267634851	-1.0754884602999617	-0.004024989976155191	-36.29039091832265	-34.23758741402639	-68.0	-0.0025402652187791475	-0.46057719708347733	0.0	0.0	0.494171378551556	-749.3882682761954
-2.08	-0.29714285714285715	-63.61598939065817	-7.7058768123977615	-490.5143780934304	-0.9980239797918777	-0.0045817532599836674	-37.08227750875004	-37.649938141733095	-68.0	-0.0033732443044200977	-0.4598930844210418	0.0	0.0	0.48216335712187686	-705.552168651625
-2.08	-0.21224489795918355	-50.81190595500141	-8.06553198780945	-459.16884547804534	-0.9403472439738252	-0.0051513348529160785	-37.96455931990462	-41.222802940919216	-68.0	-0.004210070569756752	-0.4592080609231921	0.0	0.0	0.4697953416711975	-666.1727670503286
-2.08	-0.12734693877551018	-41.04298913322776	-8.495053547042417	-428.9151241168935	-0.9024581545650499	-0.00573376482957233	-38.936479846358466	-44.9560117425901	-68.0	-0.005050403484411881	-0.45852255249356944	0.0	0.0	0.45706739184321776	-631.2603558696418
-2.08	-0.0424489795918368	-34.06509882000631	-8.994367999508896	-399.7523096760902	-0.8843566132849716	-0.006329073331437396	-39.997299838979686	-48.84939453847067	-68.0	-0.005891538850228528	-0.45783635213949836	0.0	0.0	0.44397956731889465	-600.568904883343
-2.08	0.0424489795918368	-29.904016026560555	-9.563401874876519	-371.67949831890473	-0.886042521853458	-0.006937290567032628	-41.146296184448204	-52.90278138104828	-68.0	-0.0067302378106086636	-0.45714944452038253	0.0	0.0	0.4305319278163928	-574.1223213527734
-2.08	0.1273469387755104	-28.141028707438636	-10.202081739951737	-344.6957867366886	-0.9075157819905186	-0.007558446812087838	-42.382762682973464	-57.11600238355627	-68.0	-0.0075626369050532105	-0.4564618336869657	0.0	0.0	0.41672453309100277	-551.5000364169123
-2.08	0.21224489795918355	-29.834931080748788	-10.910334176821294	-318.8002721797186	-0.9487762954166925	-0.008192572409716825	-43.70601207658149	-61.48888771996844	-68.0	-0.008384143572904179	-0.45577335598124336	0.0	0.0	0.40255744293510887	-533.759006158284
-2.08	0.29714285714285715	-34.2080561717147	-11.688085799747391	-293.99205248827565	-1.009823963852675	-0.008839697770591015	-45.115375422753736	-66.02126762500242	-68.0	-0.009189314939362703	-0.45508418311015575	0.0	0.0	0.3880307171780544	-520.1197439499887
-2.08	0.38204081632653075	-41.35517472237973	-12.535263252176449	-270.2702261237529	-1.0906586890195946	-0.009499853373112876	-46.610203404855774	-70.71297239412047	-68.0	-0.009971717498687305	-0.4543942992469425	0.0	0.0	0.37314441568619827	-510.6752200407374
-2.08	0.46693877551020435	-51.16435749453905	-13.45179319483126	-247.63389219982528	-1.1912803726387438	-0.010173069763592002	-48.18986715272479	-75.56383238351853	-68.0	-0.010716398735199029	-0.4537032174331017	0.0	0.0	0.3578985983627305	-505.3117168856468
-2.08	0.5518367346938775	-63.800451202983936	-14.437602321592877	-226.08215051383075	-1.3116889164318835	-0.010859377556421967	-49.85375910668078	-80.57367801013854	-68.0	-0.011429354727116703	-0.4530113175894961	0.0	0.0	0.34229332514764366	-504.1923367963841
-2.08	0.6367346938775511	-79.14685067704738	-15.4926173515586	-205.61410157802524	-1.4518842221209702	-0.01155880743425397	-51.601293927549236	-85.74233975166888	-68.0	-0.01209258627937082	-0.4523187725637605	0.0	0.0	0.32632865601773986	-507.19872901823004
-2.08	0.7216326530612247	-97.18991761314595	-16.616765027056417	-186.2288466511634	-1.6118661914284367	-0.012271390148176464	-53.431909455414385	-91.0696481465217	-68.0	-0.012693823397107451	-0.4516255307918602	0.0	0.0	0.310004650986464	-514.3155391780808
-2.08	0.8065306122448979	-117.91739768960338	-17.80997211960051	-167.92548777000297	-1.791634726076797	-0.012997156517888575	-55.345067719976186	-96.55543379386657	-68.0	-0.013218724582195307	-0.45093169946492395	0.0	0.0	0.29332137010387527	-525.5288200295876
-2.08	0.8914285714285715	-141.3217387690314	-19.07216542691158	-150.70312778096368	-1.9911897277891235	-0.013736137431882733	-57.34025600555961	-102.19952735358228	-68.0	-0.01365056740149484	-0.45023716235265	0.0	0.0	0.2762788734565973	-540.8293500575671
-2.08	0.9763265306122451	-167.3942865278721	-20.40327176993901	-134.56087037186063	-2.2105310982886515	-0.014488363847619201	-59.416987965662045	-108.00175954631226	-68.0	-0.013969905000244864	-0.44954190414669526	0.0	0.0	0.2588772211677153	-560.2068302317616
-2.08	1.0612244897959187	-196.17849075785477	-21.80321799981084	-119.49782010372573	-2.449658739298979	-0.015253866791706594	-61.57480489334884	-113.96196115341868	-68.0	-0.014154190270026845	-0.4488457419536953	0.0	0.0	0.24111647339674747	-583.7030909730764
-2.08	1.1461224489795918	-227.63147918189009	-23.271930989893605	-105.51308244268876	-2.7085725525439734	-0.01603267736008107	-63.813276857424924	-120.07996301698736	-68.0	-0.014177372484862616	-0.44814908755528293	0.0	0.0	0.22299669033954572	-611.2736674884893
-2.08	1.2310204081632654	-261.69322433735806	-24.809337642733894	-92.60576379197207	-2.9872724397479793	-0.016824826718184083	-66.13200416435771	-126.35559603985766	-68.0	-0.014009475504974667	-0.4474518762141848	0.0	0.0	0.20451793222824577	-642.8569666622365
