x	y	fast_likelihood_quarks.yaml	custom_beta	global
-0.9975510204081633	1.4008163265306122	-7.271145323478493	0.0034990000197012705	-7.271145323478493
-0.9975510204081633	1.4857142857142858	-7.387388971388987	0.0037505178413539397	-7.387388971388987
-0.9975510204081633	1.5706122448979594	-7.505247426263566	0.004005872238508346	-7.505247426263566
-0.9975510204081633	1.655510204081633	-7.624703353808968	0.004265140019242608	-7.624703353808968
-0.9975510204081633	1.7404081632653061	-7.745737502975942	0.004528399883156453	-7.745737502975942
-0.9975510204081633	1.8253061224489797	-7.868328617764462	0.004795732470029179	-7.868328617764462
-0.9975510204081633	1.9102040816326533	-7.992453338566179	0.005067220418482066	-7.992453338566179
-0.9975510204081633	1.9951020408163265	-8.118086105739678	0.005342948425322902	-8.118086105739678
-0.9975510204081633	2.08	-8.245199080037878	0.005623003301934659	-8.245199080037878
-0.9551020408163265	-2.08	-3.439313877417362	-0.004249831244692359	-3.439313877417362
-0.9551020408163265	-1.9951020408163267	-3.486409427988349	-0.004107028375074151	-3.486409427988349
-0.9551020408163265	-1.910204081632653	-3.5349325760774946	-0.003962401738363042	-3.5349325760774946
-0.9551020408163265	-1.8253061224489797	-3.5848973316700494	-0.0038159206012551294	-3.5848973316700494
-0.9551020408163265	-1.7404081632653061	-3.636317586458631	-0.003667553582658911	-3.636317586458631
-0.9551020408163265	-1.6555102040816327	-3.689207097871133	-0.003517268648238314	-3.689207097871133
-0.9551020408163265	-1.5706122448979594	-3.743579476175114	-0.003365033091085934	-3.743579476175114
-0.9551020408163265	-1.4857142857142858	-3.7994481620578426	-0.0032108135073940502	-3.7994481620578426
-0.9551020408163265	-1.4008163265306122	-3.856826416879926	-0.003054575791679781	-3.856826416879926
-0.9551020408163265	-1.3159183673469388	-3.9157272929692795	-0.0028962851096139275	-3.9157272929692795
-0.9551020408163265	-1.2310204081632654	-3.976163621988235	-0.0027359058855154217	-3.976163621988235
-0.9551020408163265	-1.1461224489795918	-4.038147998490672	-0.0025734017755212335	-4.038147998490672
-0.9551020408163265	-1.0612244897959184	-4.101692748225446	-0.0024087356568998075	-4.101692748225446
-0.9551020408163265	-0.9763265306122448	-4.166809910961547	-0.0022418696074737454	-4.166809910961547
-0.9551020408163265	-0.8914285714285715	-4.23351121306564	-0.002072764875606481	-4.23351121306564
-0.9551020408163265	-0.8065306122448979	-4.301808052397519	-0.0019013818706525853	-4.301808052397519
-0.9551020408163265	-0.7216326530612245	-4.371728306621549	-0.0017276801349908055	-4.371728306621549
-0.9551020408163265	-0.6367346938775511	-4.443248933618065	-0.0015516183195813937	-4.443248933618065
-0.9551020408163265	-0.5518367346938775	-4.51639700477017	-0.0013731541706647477	-4.51639700477017
-0.9551020408163265	-0.46693877551020413	-4.5911823028891945	-0.001192244491562633	-4.5911823028891945
-0.9551020408163265	-0.38204081632653053	-4.66761414128257	-0.001008845133583236	-4.66761414128257
-0.9551020408163265	-0.29714285714285715	-4.745701312999529	-0.0008229109573676396	-4.745701312999529
-0.9551020408163265	-0.21224489795918355	-4.825452067575554	-0.0006343958152683626	-4.825452067575554
-0.9551020408163265	-0.12734693877551018	-4.906874085868253	-0.00044325252304133755	-4.906874085868253
-0.9551020408163265	-0.0424489795918368	-4.98997442780751	-0.00024943282903677755	-4.98997442780751
-0.9551020408163265	0.0424489795918368	-5.0747594934966855	-5.288738816489058e-05	-5.0747594934966855
-0.9551020408163265	0.1273469387755104	-5.1612349933224095	0.0001464342634562854	-5.1612349933224095
-0.9551020408163265	0.21224489795918355	-5.249405903035836	0.0003485837486323362	-5.249405903035836
-0.9551020408163265	0.29714285714285715	-5.339276408686487	0.000553613869669789	-5.339276408686487
-0.9551020408163265	0.38204081632653075	-5.430849877076696	0.0007615786499854948	-5.430849877076696
-0.9551020408163265	0.46693877551020435	-5.524128801229438	0.000972533355025007	-5.524128801229438
-0.9551020408163265	0.5518367346938775	-5.619114738079475	0.0011865345411479211	-5.619114738079475
-0.9551020408163265	0.6367346938775511	-5.715808283878573	0.0014036400767736268	-5.715808283878573
-0.9551020408163265	0.7216326530612247	-5.814208990158249	0.0016239091902434666	-5.814208990158249
-0.9551020408163265	0.8065306122448979	-5.91431532856825	0.0018474024985835058	-5.91431532856825
-0.9551020408163265	0.8914285714285715	-6.016124632743356	0.0020741820501370967	-6.016124632743356
-0.9551020408163265	0.9763265306122451	-6.119633010900429	0.0023043113651510794	-6.119633010900429
-0.9551020408163265	1.0612244897959187	-6.224835317037673	0.0025378554734061254	-6.224835317037673
-0.9551020408163265	1.1461224489795918	-6.331725066938191	0.002774880959236725	-6.331725066938191
-0.9551020408163265	1.2310204081632654	-6.440293754163349	0.0030154560025721366	-6.440293754163349
-0.9551020408163265	1.315918367346939	-6.5505332449351386	0.00325965042873122	-6.5505332449351386
-0.9551020408163265	1.4008163265306122	-6.66243200685949	0.003507535749577073	-6.66243200685949
-0.9551020408163265	1.4857142857142858	-6.775977509897757	0.0037591852152445426	-6.775977509897757
-0.9551020408163265	1.5706122448979594	-6.891155505344102	0.004014673862229756	-6.891155505344102
-0.9551020408163265	1.655510204081633	-7.007949971883249	0.00427407856238915	-7.007949971883249
-0.9551020408163265	1.7404081632653061	-7.126343009321374	0.004537478081033441	-7.126343009321374
-0.9551020408163265	1.8253061224489797	-7.246314763957912	0.004804953123766609	-7.246314763957912
-0.9551020408163265	1.9102040816326533	-7.367843333375845	0.005076586402424255	-7.367843333375845
-0.9551020408163265	1.9951020408163265	-7.49090466304051	0.005352462682935766	-7.49090466304051
-0.9551020408163265	2.08	-7.615472474802971	0.005632668854332223	-7.615472474802971
-0.9126530612244899	-2.08	-2.9758037929201464	-0.004245046716732759	-2.9758037929201464
-0.9126530612244899	-1.9951020408163267	-3.0201712799099028	-0.004102180383824816	-3.0201712799099028
-0.9126530612244899	-1.910204081632653	-3.0659579402871486	-0.003957489240292489	-3.0659579402871486
-0.9126530612244899	-1.8253061224489797	-3.1131780173680568	-0.003810942531345063	-3.1131780173680568
-0.9126530612244899	-1.7404081632653061	-3.1618456465898817	-0.0036625088533810413	-3.1618456465898817
-0.9126530612244899	-1.6555102040816327	-3.2119748446847325	-0.003512156151373347	-3.2119748446847325
-0.9126530612244899	-1.5706122448979594	-3.263579489273127	-0.003359851692493976	-3.263579489273127
-0.9126530612244899	-1.4857142857142858	-3.3166733064512073	-0.003205562050766275	-3.3166733064512073
-0.9126530612244899	-1.4008163265306122	-3.371269849607188	-0.0030492530962646924	-3.371269849607188
-0.9126530612244899	-1.3159183673469388	-3.4273824861127764	-0.0028908899701036717	-3.4273824861127764
-0.9126530612244899	-1.2310204081632654	-3.4850243743181863	-0.0027304370648835175	-3.4850243743181863
-0.9126530612244899	-1.1461224489795918	-3.5442084475813544	-0.0025678580185513056	-3.5442084475813544
-0.9126530612244899	-1.0612244897959184	-3.6049473903064495	-0.002403115677338974	-3.6049473903064495
-0.9126530612244899	-0.9763265306122448	-3.6672536117554273	-0.0022361720903063542	-3.6672536117554273
-0.9126530612244899	-0.8914285714285715	-3.7311392353270207	-0.002066988478645726	-3.7311392353270207
-0.9126530612244899	-0.8065306122448979	-3.7966160630567174	-0.0018955252223804564	-3.7966160630567174
-0.9126530612244899	-0.7216326530612245	-3.863712398178336	-0.001721741832625412	-3.863712398178336
-0.9126530612244899	-0.6367346938775511	-3.9324056482240053	-0.0015455969326012564	-3.9324056482240053
-0.9126530612244899	-0.5518367346938775	-4.002723346233154	-0.00136704823250966	-4.002723346233154
-0.9126530612244899	-0.46693877551020413	-4.0746757618908305	-0.0011860525085012341	-4.0746757618908305
-0.9126530612244899	-0.38204081632653053	-4.1482727114903355	-0.0010025655732306404	-4.1482727114903355
-0.9126530612244899	-0.29714285714285715	-4.223523518561819	-0.0008165422547108392	-4.223523518561819
-0.9126530612244899	-0.21224489795918355	-4.300436989149148	-0.000627936371870419	-4.300436989149148
-0.9126530612244899	-0.12734693877551018	-4.379021368559222	-0.00043670070306234265	-4.379021368559222
-0.9126530612244899	-0.0424489795918368	-4.45928431454638	-0.00024278695889279334	-4.45928431454638
-0.9126530612244899	0.0424489795918368	-4.541232854379132	-4.6145758005877724e-05	-4.541232854379132
-0.9126530612244899	0.1273469387755104	-4.624873350367693	0.00015327340418025415	-4.624873350367693
-0.9126530612244899	0.21224489795918355	-4.710211445826815	0.0003555221903752681	-4.710211445826815
-0.9126530612244899	0.29714285714285715	-4.797252034824055	0.0005606534441540134	-4.797252034824055
-0.9126530612244899	0.38204081632653075	-4.885999212117781	0.0007687212279279265	-4.885999212117781
-0.9126530612244899	0.46693877551020435	-4.976456231503448	0.0009797808577332034	-4.976456231503448
-0.9126530612244899	0.5518367346938775	-5.0686254483296125	0.0011938889273324094	-5.0686254483296125
-0.9126530612244899	0.6367346938775511	-5.162508274714071	0.0014111033565313846	-5.162508274714071
-0.9126530612244899	0.7216326530612247	-5.258104504456583	0.0016314834175545911	-5.258104504456583
-0.9126530612244899	0.8065306122448979	-5.355414729110464	0.0018550897779050501	-5.355414729110464
-0.9126530612244899	0.8914285714285715	-5.454436583964821	0.0020819845351525146	-5.454436583964821
-0.9126530612244899	0.9763265306122451	-5.555167151551927	0.002312231260589215	-5.555167151551927
-0.9126530612244899	1.0612244897959187	-5.657602272797362	0.002545895036746515	-5.657602272797362
-0.9126530612244899	1.1461224489795918	-5.76173649509451	0.0027830425027559613	-5.76173649509451
-0.9126530612244899	1.2310204081632654	-5.8675630088367825	0.00302374189504917	-5.8675630088367825
-0.9126530612244899	1.315918367346939	-5.975073565171385	0.003268063094083118	-5.975073565171385
-0.9126530612244899	1.4008163265306122	-6.08425840712664	0.00351607767436235	-6.08425840712664
-0.9126530612244899	1.4857142857142858	-6.1951061974342565	0.0037678589441156873	-6.1951061974342565
-0.9126530612244899	1.5706122448979594	-6.307603941792252	0.004023482002480705	-6.307603941792252
-0.9126530612244899	1.655510204081633	-6.421736907347281	0.004283023785774276	-6.421736907347281
-0.9126530612244899	1.7404081632653061	-6.537488530842552	0.004546563126496039	-6.537488530842552
-0.9126530612244899	1.8253061224489797	-6.654840351318512	0.004814180796188339	-6.654840351318512
-0.9126530612244899	1.9102040816326533	-6.773771903902116	0.005085959579673727	-6.773771903902116
-0.9126530612244899	1.9951020408163265	-6.894260627621293	0.0053619843147316715	-6.894260627621293
-0.9126530612244899	2.08	-7.016281786669197	0.005642341962470709	-7.016281786669197
-0.8702040816326531	-2.08	-2.5423632106399054	-0.004240260527581086	-2.5423632106399054
-0.8702040816326531	-1.9951020408163267	-2.584006115456191	-0.004097330653053177	-2.584006115456191
-0.8702040816326531	-1.910204081632653	-2.6270598158595817	-0.003952574926415764	-2.6270598158595817
-0.8702040816326531	-1.8253061224489797	-2.671538782582502	-0.0038059625661617247	-2.671538782582502
-0.8702040816326531	-1.7404081632653061	-2.71745739264378	-0.0036574621518639105	-2.71745739264378
-0.8702040816326531	-1.6555102040816327	-2.764829914951065	-0.003507041600641969	-2.764829914951065
-0.8702040816326531	-1.5706122448979594	-2.8136705045509416	-0.0033546681576126502	-2.8136705045509416
-0.8702040816326531	-1.4857142857142858	-2.863993155431558	-0.003200308374857741	-2.863993155431558
-0.8702040816326531	-1.4008163265306122	-2.9158117221323323	-0.0030439280953942216	-2.9158117221323323
-0.8702040816326531	-1.3159183673469388	-2.969139878592614	-0.002885492435325432	-2.969139878592614
-0.8702040816326531	-1.2310204081632654	-3.0239911067955063	-0.002724965765082743	-3.0239911067955063
-0.8702040816326531	-1.1461224489795918	-3.080378678136526	-0.0025623116906672294	-3.080378678136526
-0.8702040816326531	-1.0612244897959184	-3.138315626681674	-0.0023974930354597745	-3.138315626681674
-0.8702040816326531	-0.9763265306122448	-3.197814734921849	-0.0022304718181658245	-3.197814734921849
-0.8702040816326531	-0.8914285714285715	-3.2588885138869728	-0.002061209233261252	-3.2588885138869728
-0.8702040816326531	-0.8065306122448979	-3.32154917243696	-0.0018896656297329173	-3.32154917243696
-0.8702040816326531	-0.7216326530612245	-3.3858254312207237	-0.0017158004881139277	-3.3858254312207237
-0.8702040816326531	-0.6367346938775511	-3.451695135782643	-0.0015395724037716718	-3.451695135782643
-0.8702040816326531	-0.5518367346938775	-3.5191862886036915	-0.001360939052347021	-3.5191862886036915
-0.8702040816326531	-0.46693877551020413	-3.588309639244585	-0.0011798571766803434	-3.588309639244585
-0.8702040816326531	-0.38204081632653053	-3.659075495358479	-0.0009962825586171675	-3.659075495358479
-0.8702040816326531	-0.29714285714285715	-3.7314937159125066	-0.0008101699920644023	-3.7314937159125066
-0.8702040816326531	-0.21224489795918355	-3.8055736394859423	-0.0006214732605940299	-3.8055736394859423
-0.8702040816326531	-0.12734693877551018	-3.881324093092985	-0.00043014510276861984	-3.881324093092985
-0.8702040816326531	-0.0424489795918368	-3.9587533172218627	-0.00023613719804416178	-3.9587533172218627
-0.8702040816326531	0.0424489795918368	-4.03786895921462	-3.940012175007723e-05	-4.03786895921462
-0.8702040816326531	0.1273469387755104	-4.118678021060305	0.0001601166684395139	-4.118678021060305
-0.8702040816326531	0.21224489795918355	-4.201186816391214	0.00036246487240987335	-4.201186816391214
-0.8702040816326531	0.29714285714285715	-4.2854003253982	0.0005676973804611407	-4.2854003253982
-0.8702040816326531	0.38204081632653075	-4.3713245856125695	0.0007758682934309036	-4.3713245856125695
-0.8702040816326531	0.46693877551020435	-4.45896299787762	0.0009870329698742353	-4.45896299787762
-0.8702040816326531	0.5518367346938775	-4.5483186993012055	0.0012012480541443438	-4.5483186993012055
-0.8702040816326531	0.6367346938775511	-4.639393910441015	0.0014185715067469573	-4.639393910441015
-0.8702040816326531	0.7216326530612247	-4.732189893117834	0.0016390626483371307	-4.732189893117834
-0.8702040816326531	0.8065306122448979	-4.826706893710934	0.0018627821957579727	-4.826706893710934
-0.8702040816326531	0.8914285714285715	-4.922944071718916	0.0020897922968288185	-4.922944071718916
-0.8702040816326531	0.9763265306122451	-5.02089945080985	0.0023201565734325413	-5.02089945080985
-0.8702040816326531	1.0612244897959187	-5.120590873547371	0.002553940161533319	-5.120590873547371
-0.8702040816326531	1.1461224489795918	-5.221971906157762	0.0027912097551734405	-5.221971906157762
-0.8702040816326531	1.2310204081632654	-5.325057800367972	0.0030320336455815777	-5.325057800367972
-0.8702040816326531	1.315918367346939	-5.429841414307077	0.0032764817719908024	-5.429841414307077
-0.8702040816326531	1.4008163265306122	-5.53631413882772	0.0035246257660901392	-5.53631413882772
-0.8702040816326531	1.4857142857142858	-5.644465822873599	0.0037765389974993013	-5.644465822873599
-0.8702040816326531	1.5706122448979594	-5.754284705398732	0.0040322966287931195	-5.754284705398732
-0.8702040816326531	1.655510204081633	-5.8657573344335106	0.004291975660976277	-5.8657573344335106
-0.8702040816326531	1.7404081632653061	-5.978868472961949	0.004555654990895164	-5.978868472961949
-0.8702040816326531	1.8253061224489797	-6.093601032848255	0.004823415462738012	-6.093601032848255
-0.8702040816326531	1.9102040816326533	-6.209935973051074	0.0050953399260151855	-6.209935973051074
-0.8702040816326531	1.9951020408163265	-6.32785221272195	0.005371513293653152	-6.32785221272195
-0.8702040816326531	2.08	-6.447326545500687	0.0056520226023621944	-6.447326545500687
-0.8277551020408164	-2.08	-2.1387093776445454	-0.0042354727103202094	-2.1387093776445454
-0.8277551020408164	-1.9951020408163267	-2.1776317310004174	-0.00409247921959377	-2.1776317310004174
-0.8277551020408164	-1.910204081632653	-2.217956551455302	-0.0039476588306115445	-2.217956551455302
-0.8277551020408164	-1.8253061224489797	-2.259698539077135	-0.0038009807424259634	-2.259698539077135
-0.8277551020408164	-1.7404081632653061	-2.3028723158184334	-0.003652413509598773	-2.3028723158184334
-0.8277551020408164	-1.6555102040816327	-2.347492401449813	-0.0035019250267396274	-2.347492401449813
-0.8277551020408164	-1.5706122448979594	-2.393573205861003	-0.003349482518729019	-2.393573205861003
-0.8277551020408164	-1.4857142857142858	-2.4411290158562338	-0.003195052510363894	-2.4411290158562338
-0.8277551020408164	-1.4008163265306122	-2.490173969656553	-0.003038600820900683	-2.490173969656553
-0.8277551020408164	-1.3159183673469388	-2.540722051418527	-0.0028800925421137435	-2.540722051418527
-0.8277551020408164	-1.2310204081632654	-2.5927870584001766	-0.0027194920155579894	-2.5927870584001766
-0.8277551020408164	-1.1461224489795918	-2.6463825945750727	-0.002556762825406622	-2.6463825945750727
-0.8277551020408164	-1.0612244897959184	-2.701522051699385	-0.002391867764458766	-2.701522051699385
-0.8277551020408164	-0.9763265306122448	-2.7582185782219426	-0.0022247688243623998	-2.7582185782219426
-0.8277551020408164	-0.8914285714285715	-2.8164850644976127	-0.0020554271704895655	-2.8164850644976127
-0.8277551020408164	-0.8065306122448979	-2.876334117547003	-0.0018838031231780406	-2.876334117547003
-0.8277551020408164	-0.7216326530612245	-2.9377948805022243	-0.0017098561338571017	-2.9377948805022243
-0.8277551020408164	-0.6367346938775511	-3.000845641144622	-0.0015335447641291466	-3.000845641144622
-0.8277551020408164	-0.5518367346938775	-3.0655148532160865	-0.0013548266598490954	-3.0655148532160865
-0.8277551020408164	-0.46693877551020413	-3.131813738246592	-0.0011736585314565673	-3.131813738246592
-0.8277551020408164	-0.38204081632653053	-3.199753113093152	-0.0009899961276005342	-3.199753113093152
-0.8277551020408164	-0.29714285714285715	-3.2693433354985473	-0.000803794205921804	-3.2693433354985473
-0.8277551020408164	-0.21224489795918355	-3.3405943041320825	-0.0006150065140673178	-3.3405943041320825
-0.8277551020408164	-0.12734693877551018	-3.413515390318821	-0.00042358575876733084	-3.413515390318821
-0.8277551020408164	-0.0424489795918368	-3.488114826269168	-0.00022948357718632906	-3.488114826269168
-0.8277551020408164	0.0424489795918368	-3.5644020831488206	-3.265051213929837e-05	-3.5644020831488206
-0.8277551020408164	0.1273469387755104	-3.642384188256756	0.00016696402315119485	-3.642384188256756
-0.8277551020408164	0.21224489795918355	-3.722068120761378	0.00036941176642812934	-3.722068120761378
-0.8277551020408164	0.29714285714285715	-3.8034601615594283	0.0005747456481230984	-3.8034601615594283
-0.8277551020408164	0.38204081632653075	-3.886565841469917	0.0007830198136389299	-3.886565841469917
-0.8277551020408164	0.46693877551020435	-3.971389915270322	0.0009942896656411904	-3.971389915270322
-0.8277551020408164	0.5518367346938775	-4.05793629412193	0.001208611890319844	-4.05793629412193
-0.8277551020408164	0.6367346938775511	-4.146208014917818	0.0014260444975207065	-4.146208014917818
-0.8277551020408164	0.7216326530612247	-4.236207175441564	0.0016466468529188205	-4.236207175441564
-0.8277551020408164	0.8065306122448979	-4.327934882923955	0.0018704797233795034	-4.327934882923955
-0.8277551020408164	0.8914285714285715	-4.421391213932452	0.0020976053071990464	-4.421391213932452
-0.8277551020408164	0.9763265306122451	-4.51657513381133	0.0023280872767372784	-4.51657513381133
-0.8277551020408164	1.0612244897959187	-4.61348445457196	0.0025619908213911913	-4.61348445457196
-0.8277551020408164	1.1461224489795918	-4.712115762028645	0.0027993826877263928	-4.712115762028645
-0.8277551020408164	1.2310204081632654	-4.812464361895195	0.003040331227111892	-4.812464361895195
-0.8277551020408164	1.315918367346939	-4.91452420003111	0.0032849064317588272	-4.91452420003111
-0.8277551020408164	1.4008163265306122	-5.018287801635097	0.003533179995088176	-5.018287801635097
-0.8277551020408164	1.4857142857142858	-5.123746197224648	0.003785225347655796	-5.123746197224648
-0.8277551020408164	1.5706122448979594	-5.230888849325709	0.004041117714450593	-5.230888849325709
-0.8277551020408164	1.655510204081633	-5.339703561830788	0.004300934160823999	-5.339703561830788
