BR(B->Knunu)	BR(tau->mununu)	BR(K->pinunu)	BR(B->mumu)	BR(Bs->mumu)	RK*	RD*	logL
5.330254317281391e-06	0.1728749271630676	8.04560701776986e-11	1.1427402768047317e-10	3.6890718744054186e-09	0.9919125707897855	0.3330289140700476	18.58302
5.910271351570878e-06	0.17285020655498184	8.358901891455882e-11	1.1428792408729592e-10	3.6757676785380588e-09	0.989662371665822	0.3534757270894678	21.688013
6.197722192302123e-06	0.1728215652235077	1.0323492305921576e-10	1.1425673591868396e-10	3.6755909783871396e-09	0.981584207280276	0.3629489223990397	21.958569
5.950226511085441e-06	0.172857905905684	7.139115500567642e-11	1.1426539913818356e-10	3.6722178543991257e-09	0.9824546091058365	0.3543192322025489	20.89498
6.15621162665497e-06	0.17282371840663438	1.1418161562981195e-10	1.1434945699860817e-10	3.683958001981721e-09	0.9764368500851307	0.36226155514418573	21.823502
5.449782838573262e-06	0.1728667696784746	1.5411196849015125e-10	1.1425220094125126e-10	3.6717108101195437e-09	0.9747369040360463	0.3371687788865391	19.382788
5.20691227742049e-06	0.17277491410579998	7.287642229995284e-11	1.1436064401866654e-10	3.672964087977155e-09	0.9763614108313814	0.3322282605878821	19.660057
6.204052331487449e-06	0.17276770639464994	7.321396057272993e-11	1.1438471846864689e-10	3.6911271421296476e-09	0.9294372712003934	0.3651026690626547	20.990707
6.605380694716402e-06	0.17274321064881773	8.04571379994508e-11	1.1429564617281489e-10	3.6741896427967214e-09	0.9929566401453047	0.378438635878007	20.70467
5.588485245868061e-06	0.17264117467127002	7.117899760504293e-11	1.1441317453224632e-10	3.6821928654093604e-09	0.986650578899355	0.34875705269667256	20.451052
5.875279185438698e-06	0.17282991519539792	9.45601829050867e-11	1.1428061417498129e-10	3.6712737295340034e-09	0.9283437178467187	0.3529303260439204	21.829206
5.984758898489716e-06	0.17281435141923074	1.228982041539742e-10	1.1423289708821423e-10	3.6852279276496496e-09	0.9755529273214455	0.35624486628316715	21.813585
5.737055919205909e-06	0.17282202958759682	7.989906840246263e-11	1.1433743940770533e-10	3.680390976825051e-09	0.996352794218045	0.3487540316490116	21.418087
5.274464133268765e-06	0.17271300085673078	1.2785545903831646e-10	1.0925528658246609e-10	4.154211663274946e-09	1.0793641188835132	0.33406905754345295	16.548807
5.518028783093106e-06	0.17288199532725548	1.1410295792184202e-10	1.1425868872744208e-10	3.671965288002947e-09	0.9852353162546752	0.3392717836160951	18.647196
5.666257950436486e-06	0.17283763448134398	7.493957314628708e-11	1.1426821471650617e-10	3.6725105684861987e-09	0.937798949480678	0.34544134045745395	21.782295
6.150067897828203e-06	0.17285572279563607	9.123728928026507e-11	1.1427528299288655e-10	3.6732604144625453e-09	0.9793696008094488	0.3609239931940352	20.746271
5.501201440818121e-06	0.17285182063139876	1.0665333329092006e-10	1.1437905105032993e-10	3.6846022534680248e-09	0.9507001647874261	0.3399159099805468	20.43497
5.889827239766506e-06	0.17276999100373497	1.276266601123821e-10	1.1458100188478919e-10	3.6922586218077547e-09	1.0006088488847282	0.35588097605402247	21.123436
5.960313028345552e-06	0.17283474406230975	1.2735652788562933e-10	1.1445443595922103e-10	3.6993330691312256e-09	0.9783344229609717	0.3557253708658856	21.357409
5.55167187481843e-06	0.17285658300606127	7.501884891978379e-11	1.1428202000685363e-10	3.684128371172613e-09	0.8939341622587261	0.3409256548064352	16.765171
5.56095115194126e-06	0.17285862641074326	8.638927856013733e-11	1.1428753119873508e-10	3.673213820242829e-09	0.32765313355403786	0.33828554618429524	15.751792
5.390686522577076e-06	0.1728575941207981	9.275750349134728e-11	1.142995773751566e-10	3.6737840245690477e-09	0.989719622453042	0.3359920150917736	20.762907
5.801982346495045e-06	0.17283511233928867	6.939405927104774e-11	1.1429044664844756e-10	3.6781497547474163e-09	0.9912355367381723	0.35026448414131256	21.793488
5.547191830385616e-06	0.17285088288746422	7.203355249378448e-11	1.1426894181462179e-10	3.6720912115633462e-09	0.9630339370068762	0.34117496373826456	21.81082
5.709330497590919e-06	0.1728207443744871	7.098777154831625e-11	1.143354340910388e-10	3.6832382321679006e-09	0.9721818038381906	0.3476795996931211	22.096172
5.207832039776994e-06	0.1728789142912725	1.2919160970146626e-10	1.1419178126646411e-10	3.7203604750215265e-09	1.009312851170342	0.3284859249324715	15.773402
6.288829311054987e-06	0.17280224245833695	7.232730943816069e-11	1.1426782781337385e-10	3.6721587441056477e-09	0.9929881936070849	0.3666021576291559	21.621946
5.794253606721725e-06	0.17282911254220587	9.990101793958087e-11	1.142872151537618e-10	3.671762758736392e-09	0.9269879682754584	0.35035993375905417	21.535387
5.770753659074875e-06	0.17282381296720897	1.538957359755634e-10	1.1558621109588506e-10	3.801517663622656e-09	1.0164596737562452	0.3500746885626302	18.9139
5.541181576275667e-06	0.1728810943194643	1.0840458395929854e-10	1.1431188584604514e-10	3.6877796057697996e-09	0.9902477803520235	0.3403061934064351	19.383963
6.166061289783983e-06	0.1728376456972903	1.0538675901868198e-10	1.1427904689407027e-10	3.6721707956170594e-09	0.9865653018849395	0.36210061028738944	21.343798
5.581875474637395e-06	0.17270021602414268	1.0764630299070216e-10	1.1421235162798974e-10	3.682409212194064e-09	0.9885817859063315	0.34586621021575553	20.703005
6.191008961203124e-06	0.17255638716945668	1.1162450614862295e-10	1.1438157618929256e-10	3.673008552969434e-09	0.9697207994817082	0.3726045590470888	20.409286
5.625843740555202e-06	0.1728554373887794	1.1513156212463356e-10	1.1433375527687376e-10	3.6804452658700298e-09	0.9960795286534324	0.34411647020348934	21.582235
5.617332691076089e-06	0.1728188211148863	8.919387603809617e-11	1.1442438897651246e-10	3.6869321234910857e-09	0.9419145004661569	0.34484939552043525	20.980059
