C	al	bl	aq	bq	likelihood
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.56	-180.89853545465937
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.4963265306122449	-149.79646591868533
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.4326530612244899	-118.49666659405946
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.3689795918367347	-88.7284677047418
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.3053061224489796	-62.50797764210297
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.2416326530612245	-40.93261769060264
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.1779591836734694	-24.3168215795759
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.1142857142857143	-12.205295323540902
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	-0.0506122448979592	-3.375215913880567
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.0130612244897958	3.472098419833491
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.0767346938775509	9.852767271477184
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.140408163265306	14.860186771636082
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.2040816326530612	19.0630076088768
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.2677551020408163	21.755563957846785
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.3314285714285714	22.408073657424204
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.3951020408163265	20.68002514826717
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.4587755102040816	16.901548144094907
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.5224489795918368	11.369196126100848
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.5861224489795918	4.917955514229741
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.649795918367347	-1.7101039025791032
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.7134693877551019	-7.866238187745852
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.7771428571428571	-13.266388938024296
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.8408163265306121	-17.25391286935154
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.9044897959183672	-19.9883011903676
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	0.9681632653061224	-21.419782500776822
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.0318367346938777	-21.728771038033827
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.095510204081633	-21.10023679313358
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.1591836734693877	-19.733750090219058
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.2228571428571429	-17.822701321671843
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.2865306122448978	-15.54818891264622
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.350204081632653	-13.011491071146096
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.413877551020408	-10.213533176078892
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.4775510204081632	-7.6051978351739375
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.5412244897959182	-5.058924273270442
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.6048979591836736	-2.6350708312693047
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.6685714285714286	-0.3202687103310015
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.7322448979591836	1.7600064891943328
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.7959183673469383	3.697830106967975
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.859591836734694	5.446946350468471
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.923265306122449	7.020846432858246
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	1.986938775510204	8.430325056512014
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.05061224489796	9.676142196726971
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.1142857142857143	10.762874269895136
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.1779591836734693	11.70986802443715
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.2416326530612243	12.528394154341935
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.30530612244898	13.24444424514228
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.3689795918367347	13.721232328797578
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.4326530612244897	14.21114494308377
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.496326530612245	14.624268610471727
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.156	2.56	14.950087483609462
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.56	-165.16783975616363
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.4963265306122449	-137.49904122896396
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.4326530612244899	-109.5620911604822
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.3689795918367347	-82.7949552773633
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.3053061224489796	-59.03419073565756
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.2416326530612245	-39.21715479910757
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.1779591836734694	-23.67743394002216
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.1142857142857143	-12.084511955742236
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	-0.0506122448979592	-3.416092842148469
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.0130612244897958	3.4293166067580665
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.0767346938775509	9.826374423300075
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.140408163265306	14.83273621328302
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.2040816326530612	19.074962702474217
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.2677551020408163	21.949835946184997
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.3314285714285714	23.01534218387681
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.3951020408163265	22.024839854319247
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.4587755102040816	19.243368460952748
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.5224489795918368	14.907091099443909
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.5861224489795918	9.74237838306925
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.649795918367347	4.376967565119123
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.7134693877551019	-0.6038652327415175
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.7771428571428571	-5.096458611053452
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.8408163265306121	-8.40785428700487
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.9044897959183672	-10.623561728849277
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	0.9681632653061224	-11.76822494744762
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.0318367346938777	-12.076955423485714
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.095510204081633	-11.57973066219428
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.1591836734693877	-10.481354666921147
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.2228571428571429	-8.94162877433225
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.2865306122448978	-7.071849668354113
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.350204081632653	-5.1053959562177775
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.413877551020408	-2.781905837198754
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.4775510204081632	-0.6973089751742654
-0.12323057873620165	0.07388139803491477	-6.961474002358374e-09	-0.1496326530612245	1.5412244897959182	1.3306218489557464
