C	al	bl	aq	bq	likelihood
-0.1349583863395019	-0.156	-0.0208	-0.051805543004155345	0.7295421882209697	-171.51319398255197
-0.1349583863395019	-0.156	-0.019951020408163263	-0.051805543004155345	0.7295421882209697	-153.25651120021357
-0.1349583863395019	-0.156	-0.019102040816326528	-0.051805543004155345	0.7295421882209697	-137.17853185321073
-0.1349583863395019	-0.156	-0.0182530612244898	-0.051805543004155345	0.7295421882209697	-123.09873647928778
-0.1349583863395019	-0.156	-0.01740408163265306	-0.051805543004155345	0.7295421882209697	-110.84434800839136
-0.1349583863395019	-0.156	-0.016555102040816325	-0.051805543004155345	0.7295421882209697	-100.2503394391733
-0.1349583863395019	-0.156	-0.01570612244897959	-0.051805543004155345	0.7295421882209697	-91.30927217770031
-0.1349583863395019	-0.156	-0.014857142857142857	-0.051805543004155345	0.7295421882209697	-83.57185048582681
-0.1349583863395019	-0.156	-0.01400816326530612	-0.051805543004155345	0.7295421882209697	-77.04640941535176
-0.1349583863395019	-0.156	-0.013159183673469386	-0.051805543004155345	0.7295421882209697	-71.5990632256881
-0.1349583863395019	-0.156	-0.012310204081632652	-0.051805543004155345	0.7295421882209697	-67.10375036900123
-0.1349583863395019	-0.156	-0.011461224489795918	-0.051805543004155345	0.7295421882209697	-63.4422372365921
-0.1349583863395019	-0.156	-0.010612244897959184	-0.051805543004155345	0.7295421882209697	-60.50412641796674
-0.1349583863395019	-0.156	-0.009763265306122449	-0.051805543004155345	0.7295421882209697	-58.186868280567
-0.1349583863395019	-0.156	-0.008914285714285713	-0.051805543004155345	0.7295421882209697	-56.39576671356797
-0.1349583863395019	-0.156	-0.00806530612244898	-0.051805543004155345	0.7295421882209697	-55.04399028481686
-0.1349583863395019	-0.156	-0.007216326530612244	-0.051805543004155345	0.7295421882209697	-54.05257870262825
-0.1349583863395019	-0.156	-0.006367346938775508	-0.051805543004155345	0.7295421882209697	-53.35044604964733
-0.1349583863395019	-0.156	-0.005518367346938774	-0.051805543004155345	0.7295421882209697	-52.87439213696328
-0.1349583863395019	-0.156	-0.0046693877551020405	-0.051805543004155345	0.7295421882209697	-52.569104120935116
-0.1349583863395019	-0.156	-0.003820408163265305	-0.051805543004155345	0.7295421882209697	-52.360090404391975
-0.1349583863395019	-0.156	-0.0029714285714285693	-0.051805543004155345	0.7295421882209697	-52.289044523973295
-0.1349583863395019	-0.156	-0.002122448979591837	-0.051805543004155345	0.7295421882209697	-52.24312869035502
-0.1349583863395019	-0.156	-0.0012734693877551016	-0.051805543004155345	0.7295421882209697	-52.22569620930797
-0.1349583863395019	-0.156	-0.00042448979591836605	-0.051805543004155345	0.7295421882209697	-52.22093355726085
-0.1349583863395019	-0.156	0.00042448979591836947	-0.051805543004155345	0.7295421882209697	-52.22093363950967
-0.1349583863395019	-0.156	0.001273469387755105	-0.051805543004155345	0.7295421882209697	-52.22569620943078
-0.1349583863395019	-0.156	0.002122448979591837	-0.051805543004155345	0.7295421882209697	-52.24312869014482
-0.1349583863395019	-0.156	0.002971428571428573	-0.051805543004155345	0.7295421882209697	-52.28737963860849
-0.1349583863395019	-0.156	0.0038204081632653092	-0.051805543004155345	0.7295421882209697	-52.360090404400104
-0.1349583863395019	-0.156	0.0046693877551020405	-0.051805543004155345	0.7295421882209697	-52.56910411962758
-0.1349583863395019	-0.156	0.005518367346938776	-0.051805543004155345	0.7295421882209697	-52.87439205567974
-0.1349583863395019	-0.156	0.006367346938775512	-0.051805543004155345	0.7295421882209697	-53.3154837529005
-0.1349583863395019	-0.156	0.007216326530612247	-0.051805543004155345	0.7295421882209697	-54.05257861885186
-0.1349583863395019	-0.156	0.008065306122448983	-0.051805543004155345	0.7295421882209697	-55.0439902839131
-0.1349583863395019	-0.156	0.008914285714285715	-0.051805543004155345	0.7295421882209697	-56.39576671257271
-0.1349583863395019	-0.156	0.00976326530612245	-0.051805543004155345	0.7295421882209697	-58.1868682816279
-0.1349583863395019	-0.156	0.010612244897959186	-0.051805543004155345	0.7295421882209697	-60.21218680471941
-0.1349583863395019	-0.156	0.011461224489795918	-0.051805543004155345	0.7295421882209697	-63.05321050151756
-0.1349583863395019	-0.156	0.012310204081632655	-0.051805543004155345	0.7295421882209697	-67.10375036758342
-0.1349583863395019	-0.156	0.013159183673469391	-0.051805543004155345	0.7295421882209697	-71.59906322397731
-0.1349583863395019	-0.156	0.01400816326530612	-0.051805543004155345	0.7295421882209697	-76.22861385988247
-0.1349583863395019	-0.156	0.014857142857142859	-0.051805543004155345	0.7295421882209697	-83.57185057175485
-0.1349583863395019	-0.156	0.01570612244897959	-0.051805543004155345	0.7295421882209697	-91.30927217947905
-0.1349583863395019	-0.156	0.016555102040816325	-0.051805543004155345	0.7295421882209697	-100.25033944116123
-0.1349583863395019	-0.156	0.017404081632653064	-0.051805543004155345	0.7295421882209697	-110.84434800643578
-0.1349583863395019	-0.156	0.0182530612244898	-0.051805543004155345	0.7295421882209697	-123.09873647707023
-0.1349583863395019	-0.156	0.01910204081632653	-0.051805543004155345	0.7295421882209697	-137.1785317654903
-0.1349583863395019	-0.156	0.01995102040816327	-0.051805543004155345	0.7295421882209697	-153.2565111974418
-0.1349583863395019	-0.156	0.0208	-0.051805543004155345	0.7295421882209697	-171.51319398027604
-0.1349583863395019	-0.1496326530612245	-0.0208	-0.051805543004155345	0.7295421882209697	-152.90609814927618
-0.1349583863395019	-0.1496326530612245	-0.019951020408163263	-0.051805543004155345	0.7295421882209697	-137.32228055700878
-0.1349583863395019	-0.1496326530612245	-0.019102040816326528	-0.051805543004155345	0.7295421882209697	-123.59730525260632
-0.1349583863395019	-0.1496326530612245	-0.0182530612244898	-0.051805543004155345	0.7295421882209697	-111.57719859506143
-0.1349583863395019	-0.1496326530612245	-0.01740408163265306	-0.051805543004155345	0.7295421882209697	-101.11458462732034
-0.1349583863395019	-0.1496326530612245	-0.016555102040816325	-0.051805543004155345	0.7295421882209697	-90.6879160752828
-0.1349583863395019	-0.1496326530612245	-0.01570612244897959	-0.051805543004155345	0.7295421882209697	-84.45530341916236
