C9e	C10e	CVLe	Cnue	C9mu	C10mu	CVLmu	Cnumu	CVLtau	Cnutau	logL
-0.0697128683961779	-0.4923730989565551	0.0006342997697248626	-0.018550708479530838	-0.5603126593829396	-0.0017733079695493037	7.05116193648799e-07	0.00020245234975484116	0.07825267834965033	-2.3159064265292524	24.69607
-0.2664363020510918	-0.3152325829710592	0.00042112749505432233	-0.011770140171907872	-0.5783258023014268	-0.0033430827022731054	3.1084474769716184e-06	0.00015249285846815917	0.08429638749062704	-2.404042867216203	28.321299
-0.3576644120264658	-0.4397444021951691	0.000588712281661506	-0.01642542733680655	-0.7924746340055219	-0.004934180186632694	5.234268287900788e-06	0.00019559996464736938	0.11569425253028073	-3.2953414935178644	26.162033
-0.396439739477025	-0.1717372867358196	0.00022897342988556266	-0.006290646827415893	-0.5556770856112875	-0.012499940472674064	1.5090642962839562e-05	-0.0002036308961867428	0.08268978325645848	-2.3530950964318587	25.84603
-0.15475129057299603	-0.2860811301544669	0.00038198170436706363	-0.010723686610158737	-0.4389160781341178	-0.0019163425867792152	1.8298018946786857e-06	0.000139016627545128	0.06370566049796642	-1.8201778629293317	27.003744
-0.20576553378645934	-0.3764114261547629	0.0004884449649258216	-0.014108908286087537	-0.5794249584199199	-0.002752001509974213	2.065768358147181e-06	0.00017513860895148058	0.08186013462319233	-2.403847046986373	27.87452
-0.17514250715678228	-0.310046580974954	0.00042632523109158616	-0.011617372325235105	-0.4830571437516005	-0.002131944372647674	2.7288409201471773e-06	0.00015214018466182545	0.0721128047251425	-2.0034102883446363	28.085558
-0.19238779924026164	-0.2590449656824654	0.00034595595973267945	-0.009685042905227087	-0.4490845982720934	-0.0023481666392558297	2.1548934249614724e-06	0.00012772271371740528	0.06535706601348952	-1.8652343211113156	26.749218
-0.27955197385712305	-0.29875094513221023	0.0004019768986834407	-0.01114130706342122	-0.5763821173917711	-0.0019208015960275253	1.4614231294871702e-06	0.00020528796317602897	0.08439635601473161	-2.3907041675919216	28.297752
-0.14798716890582625	-0.42531410347344406	0.0005491784518718087	-0.015982834046378614	-0.5551265326376351	-0.018174739544949806	2.2223077382272313e-05	-0.0004189339628249749	0.08006473137437695	-2.364519711409184	25.575125
-0.18435020321324827	-0.4698534025044135	0.0006086190272600133	-0.01764645990522792	-0.6507406011334179	-0.0034630045670550223	2.969406122403526e-06	0.0001824899222394021	0.09170929501514119	-2.6994478854726736	26.863628
-0.42158801979489624	-0.18111264358438153	0.0002359719689734257	-0.0066325950152508585	-0.5991224744901391	-0.003578188868635931	2.624326709960529e-06	0.00015411120786543	0.08584634197898562	-2.496537206742383	26.728806
-0.33199034890389684	-0.3207403340165922	0.00042487294040047426	-0.01194643920367174	-0.6410074546428879	-0.011723228161230287	1.387220316319911e-05	-0.00013353348752810567	0.09390389488538287	-2.698707221512724	26.967564
-0.6280112102561395	-0.1244798006885243	0.00016024900738235526	-0.004394950546263289	-0.7467676710155198	-0.005723339888316877	4.690949808518499e-06	0.00014472798089395063	0.1069480706530709	-3.1208080266328704	22.43177
-0.26233104858906375	-0.27038774651295855	0.00036073724492781113	-0.010079260908226906	-0.5302172280948314	-0.0025015669970023468	2.1469696326638463e-06	0.0001611337627742771	0.07713099515073829	-2.2024393694784132	28.423923
-0.1619351442459304	-0.3751937338162519	0.0004947939569178233	-0.01408372105001564	-0.5340876753893312	-0.003041202656350439	3.452026569542352e-06	0.00014229690257226926	0.07657004603476855	-2.2167242729774608	28.08309
-0.21565940952495338	-0.25408550593163254	0.00033205942881479433	-0.00948671624669856	-0.46557364813432406	-0.004171267289685485	4.195911780450542e-06	6.68976826184794e-05	0.06663304352052564	-1.9414340015305698	26.26276
-0.3758749023045635	-0.17889391166123073	0.00023067650010410515	-0.006570970850826904	-0.5324133465223208	-0.02235546719589964	2.713036230878582e-05	-0.0005869294975264145	0.07813187865379756	-2.2967876958440825	24.50409
-0.23904880851285173	-0.23944023080927998	0.0003330097379838132	-0.008921784165571772	-0.46894048569495406	-0.009548553530433978	1.2561967516873051e-05	-0.00013438678308978907	0.0721392921059692	-1.9780144735727325	25.72988
-0.6814389467402828	-0.2808207667425547	0.0003804836454184959	-0.010268780015120308	-0.9487098685512991	-0.013549844804774952	1.6304427316603992e-05	-5.3508161638992315e-05	0.14210065113629738	-3.9855433577868413	23.908815
-0.3036978800661283	-0.18249088666887978	0.00024304542698052524	-0.006741586875392511	-0.48251809012539293	-0.003670676583656189	3.3971267840567684e-06	9.421994942462109e-05	0.07055995596953055	-2.0124874850705345	25.361862
-0.22377131397766287	-0.25693199098107267	0.00034739699574413616	-0.009589735455482072	-0.4763536999372028	-0.004349604987239878	5.05825950008805e-06	6.536991665555362e-05	0.07045221083908679	-1.986784810719216	27.751635
-0.7007665989819387	-0.10788953726420132	0.00013730468242982777	-0.0037336537167704897	-0.7912670882673134	-0.01738904780021075	1.9473459952596458e-05	-0.00027404187829370186	0.11425564786118579	-3.3543380246871353	22.897787
-0.09144063100495169	-0.499726468013445	0.0006630510089752777	-0.018817801038450738	-0.5882090281233179	-0.002958070881644551	4.139428101971426e-06	0.0001712038165181442	0.08455208528259199	-2.436398428521179	25.382376
-0.41435408501038584	-0.2196942643110972	0.0002885210899617688	-0.00809223829504993	-0.6103102177525723	-0.023738131307690525	2.96762532782063e-05	-0.0006015605483681634	0.0906986720236503	-2.6244643157936367	25.129683
-0.3120590752098729	-0.1962380014072139	0.00026833769791182913	-0.007255936010304702	-0.5066960148565823	-0.001601061760170242	9.703772154014838e-07	0.00018398123416552746	0.07561136488241293	-2.103797856746999	27.361513
-0.159279149099525	-0.5987326463397031	0.0008400261512152706	-0.022520309396105873	-0.7510789909830276	-0.006932804401294999	1.0433464221950334e-05	9.962515390834986e-05	0.11463829942807413	-3.1253847955815366	22.25638
-0.2893663437491695	-0.3083588565042804	0.0004068470832973294	-0.011499519572820414	-0.5937722398478785	-0.003952960380425329	3.904067847186261e-06	0.0001369643826834841	0.08557220538390517	-2.470971193353663	27.477964
-0.28788196276653555	-0.2600661318435195	0.00033728396079276123	-0.009677498657483167	-0.5415352837832266	-0.006412810770268568	6.651678028488502e-06	1.9005115507856476e-05	0.07727227842915949	-2.265965559028153	26.671938
-0.19012678758157167	-0.34448321838643575	0.00047522707097068825	-0.012909775014935534	-0.5329571013855047	-0.0016529045825856477	2.109233755875967e-06	0.00019424014720416572	0.07970619622114977	-2.2073852902823927	28.434658
-0.45835387779720116	-0.23885423621061877	0.00030870729122252805	-0.008794269813504016	-0.6897775441965384	-0.007430569748059741	7.169698082378427e-06	5.2353172562368595e-05	0.09840335922951085	-2.8867366071977774	26.567219
-0.48357532243229245	-0.13162253024876702	0.00016816016103592298	-0.0047342084283022124	-0.6123652731056979	-0.0028325795641935356	1.1809814647931336e-06	0.00018881229785267016	0.08650785716488611	-2.5502779395345283	23.714865
-0.15422720655828867	-0.3000159470379762	0.0004303780079163858	-0.011247119081503627	-0.44238459102135097	-0.01185856244956912	1.775019634958825e-05	-0.0002345624571814454	0.07025240054363874	-1.874718771727175	25.588842
-0.24496499945867944	-0.4883915971057066	0.0006367297560591257	-0.018316817740449746	-0.7290727768708533	-0.00428381966942991	3.680008110054765e-06	0.00018933101860769795	0.10357320470830943	-3.027497081896259	25.39635
-0.19094965579924328	-0.38277075914347786	0.0005364831261956064	-0.014354136725084185	-0.5718008158578934	-0.0019195990831515717	2.710842103747068e-06	0.0002028324479255727	0.08685178040833134	-2.368337667756668	28.44164
-0.1192212187834982	-0.26879672734154575	0.00035544262935249067	-0.010088299441506613	-0.38032544757343906	-0.007692498473830322	9.817939473883614e-06	-0.0001072905364820066	0.055453335867221246	-1.6012172696297462	25.078207
-0.33008131629385007	-0.13456861559350797	0.00017947071328576058	-0.004919836274011391	-0.4603995611126199	-0.004250370741026268	4.1944706102654255e-06	6.179559240357249e-05	0.06772969923611485	-1.9248087527044457	24.250937
-0.2317651017463488	-0.24340281157621824	0.00032963661635806714	-0.009075301776507734	-0.47178581571424383	-0.003382097585418487	3.626172719423321e-06	9.972373884367604e-05	0.0698053077031887	-1.9643564944825462	27.2717
-0.0019484786391808727	-0.4086626797602712	0.0005473204161488861	-0.015424707917581793	-0.40927984897275926	-0.001331309426051777	1.6124244729777552e-06	0.00014637064609899396	0.05923437807187536	-1.689987455086234	26.191095
-0.06634929819711714	-0.2839698472849847	0.00039264501447400934	-0.010686052374636016	-0.34405161823085895	-0.006267527189136174	8.7864810402627e-06	-7.109074101379144e-05	0.05222620083488631	-1.4440581263852545	24.296392
-0.4356846587642619	-0.35106931008075776	0.0004648296263776919	-0.013041028165719316	-0.7842969277363696	-0.0024570411084207655	1.1036345313713343e-06	0.000285439064970661	0.11326310461222389	-3.25462113604829	27.189032
-0.3320995973611128	-0.22906219695785993	0.0003087286192052325	-0.008485201797052921	-0.5559468056470395	-0.005214988630268757	5.831297971490411e-06	7.128897832691716e-05	0.08220629638960454	-2.3219982988101147	27.466019
-0.4023088914976329	-0.28154658181017617	0.0003660283867989639	-0.010433069311143349	-0.6599651126435918	-0.023890360403018653	2.908627149545601e-05	-0.0005835128203682184	0.09678703830700025	-2.8290350734494676	24.997799
-0.244000979424379	-0.2772529863449968	0.00035642013334814983	-0.010347229380454773	-0.5192507930188802	-0.0020031727458836406	9.051705983977526e-07	0.00017461921730880904	0.07280561776020475	-2.1545628112014166	26.092428
-0.05795306959711102	-0.3291227173514473	0.0004229544353959717	-0.012395212077578984	-0.3831570569933839	-0.003918729922591575	4.136495774285748e-06	3.6326726560981834e-05	0.053745929070162735	-1.5951538340620135	24.347885
-0.3088370875974782	-0.21677761826347383	0.00028762181046687363	-0.008033323781662266	-0.5239850103404103	-0.0016296955205259357	5.954006591065769e-07	0.0001912051067304717	0.07591315953648418	-2.175030525623007	27.224926
-0.46311739905183774	-0.20651952655610534	0.0002673665345721173	-0.007571489241121901	-0.6657681880272942	-0.003868737559075292	2.611666281115019e-06	0.00017529362513279484	0.09479903324439751	-2.7735923159998968	26.842684
-0.21394488015650895	-0.27803792798019994	0.0003710010901269678	-0.010390879814493078	-0.4880854835663663	-0.003897324541946769	4.641306183353014e-06	8.804604115441155e-05	0.07107829680685203	-2.032822776937887	27.512838
-0.4390203323575021	-0.34013839311451716	0.00043837475928070336	-0.01262676756890985	-0.776632396030736	-0.0025263294399315915	6.665705453370724e-07	0.00027915084532123633	0.10933511093601447	-3.223475234278589	26.068869
-0.12907011328311185	-0.2925446953834954	0.0003976499775095712	-0.010979237880432651	-0.42016617617208524	-0.001448632492851791	1.888163045846812e-06	0.00014757412146797016	0.061897656773854	-1.7400498603957715	28.133068
-0.36622257804655367	-0.18295711934406855	0.0002574576116377892	-0.006727526023731043	-0.5467878948495758	-0.002391802532754534	2.303437540697624e-06	0.00017355076721561901	0.08408231311377178	-2.273916397593213	25.791592
